Vendor,Operator,Latitude,Longitude,State,Fuel_Type
Stony Brook Substation,Long Island Power Authority,40.9179543,-73.1298987,NY,electric
Smithtown Substation,Long Island Power Authority,40.8620096,-73.1872158,NY,electric
Indian Head Substation,Long Island Power Authority,40.8699722,-73.2562102,NY,electric
Patchogue Substation,Long Island Power Authority,40.7612933,-73.0203518,NY,electric
Valliant Substation,American Electric Power,33.9874957,-95.0510082,OK,electric
Circleville Station,American Electric Power,39.6003651,-82.9514577,OH,electric
Valley Switching Station (345 kV),Oncor,33.6274825,-96.3703693,TX,electric
Kiowa Switching Station,Tenaska,33.6324551,-96.3576621,TX,electric
Valley Switching Station (138 kV),Oncor,33.6289026,-96.3681271,TX,electric
Germantown Substation,Potomac Edison,39.1946059,-77.2636652,MD,electric
Grand River Energy Center,Grand River Dam Authority,36.1915101,-95.2907756,OK,electric
Cleveland (GRDA) substation,Grand River Dam Authority,36.3618493,-96.4737399,OK,electric
McMinn Substation,City of Homestead,25.4742573,-80.4685321,FL,electric
Renaissance Substation,Florida Power & Light,25.4575747,-80.4286598,FL,electric
Pastoria Energy Facility,Calpine Corp - Pastoria Energy Center,34.9558223,-118.8437252,CA,electric
Magunden Substation,Southern California Edison,35.3611831,-118.9227967,CA,electric
Quartz Substation,Idaho Power,44.7174159,-117.7755726,OR,electric
Ontario Substation,Idaho Power,44.0526303,-116.9779717,OR,electric
Middlebrook Substation,PEPCO,39.1744644,-77.2474526,MD,electric
4X Bar Beach Substation,Long Island Power Authority,40.8184977,-73.656122,NY,electric
Bellmore Substation,Long Island Power Authority,40.6674151,-73.5383481,NY,electric
Meadowbrook Hospital Substation,Long Island Power Authority,40.7336377,-73.5526747,NY,electric
3H Port Washington Substation,Long Island Power Authority,40.8276059,-73.687485,NY,electric
LIRR Port Washington Substation,Long Island Rail Road,40.8260825,-73.6862814,NY,electric
Mora Substation,Idaho Power,43.5069244,-116.3355475,ID,electric
Evergreen Substation,Ohio Edison,41.2101157,-80.8150184,OH,electric
Jocassee Hydroelectric Station,Duke Energy,34.9595866,-82.9148754,SC,electric
Thorpe Hydro Substation,Duke Energy,35.2337022,-83.1244527,NC,electric
Forbes Substation,Minnesota Power,47.3641257,-92.6906654,MN,electric
Woodbury Substation,Long Island Power Authority,40.8017064,-73.4825914,NY,electric
Marcy Substation,New York Power Authority,43.1786155,-75.2225183,NY,electric
Porter Station,National Grid,43.1530312,-75.2249119,NY,electric
Saltsburg Substation,West Penn Power,40.5023038,-79.4738451,PA,electric
Willard Johnson Substation,Hood River Electric Cooperative,45.6239232,-121.5347752,OR,electric
Brunner Island Power Station,Brunner Island LLC,40.0950421,-76.69456,PA,electric
Conemaugh Generating Station,KeyCon Operating LLC,40.3844619,-79.0638292,PA,electric
Cambria Slope Substation,Pennsylvania Electric Company,40.4595951,-78.6939824,PA,electric
Lewis Substation,Salt River Project,33.4226972,-111.8294822,AZ,electric
Hunterstown Generating Station,"Kestrel Acquisition, LLC",39.8722915,-77.1670877,PA,electric
Hunterstown Generating Station,"Hunterstown Power, LLC",39.866134,-77.1648615,PA,electric
Hunterstown Substation,Met-Ed,39.8681774,-77.1645359,PA,electric
Johnstown Substation,FirstEnergy,40.4037105,-78.9160729,PA,electric
Hunterstown Substation,Met-Ed,39.8687672,-77.1676906,PA,electric
Homer City Generating Station,NRG Homer City Services LLC,40.5126262,-79.1952953,PA,electric
Kerr Substation,Grand River Dam Authority,36.227948,-95.1818856,OK,electric
Allen Substation,Metropolitan Edison,40.1498779,-77.0549064,PA,electric
Cumberland Substation,PPL,40.2382962,-77.0998033,PA,electric
Cly Substation,Met-Ed,40.1111521,-76.7278861,PA,electric
Peach Bottom Power Plant,Exelon Nuclear,39.7590394,-76.2683135,PA,electric
Cooper Substation,PECO,39.7520676,-76.3005015,PA,electric
York Energy Center,Calpine Mid-Merit LLC,39.7386947,-76.3052337,PA,electric
Kern River Cogeneration,Kern River Cogeneration Co,35.4521792,-118.985326,CA,electric
Sycamore Cogeneration,Sycamore Cogeneration Co,35.4546834,-119.002354,CA,electric
Morgan Substation,Associated Electric Cooperative,37.4898678,-93.6207114,MO,electric
Brookline substation,Associated Electric Cooperative,37.1711504,-93.3745808,MO,electric
Benndale Substation,Cooperative Energy,30.8757507,-88.7946559,MS,electric
Benndale Substation,Singing River Electric Cooperative,30.8742908,-88.7954112,MS,electric
Watford City Substation,MDU,47.776511,-103.2845974,ND,electric
Cielo Grande Substation,Arizona Public Service,33.691409,-112.0241348,AZ,electric
Dry Gulch Substation,Avista,46.3808213,-117.1165063,WA,electric
Squaw Gap Substation,McKenzie Electric Cooperative,47.5455208,-103.8292612,MT,electric
Wallula Substation,PacifiCorp,46.0638543,-118.845856,WA,electric
Keene Substation,McKenzie Electric Cooperative,47.9047861,-102.9395655,ND,electric
Swenson Substation,McKenzie Electric Cooperative,47.991561,-102.8993105,ND,electric
Bernardsville Substation,Jersey Central Power and Light,40.710988,-74.5742691,NJ,electric
Fayetteville South Substation,Southwestern Electric Power Company,36.0492425,-94.1875016,AR,electric
Forest Substation,Mississippi Power,32.3700558,-89.4685567,MS,electric
Florida City Substation,Florida Power & Light,25.447135,-80.4518443,FL,electric
Big Creek 1 Power Station,Southern California Edison,37.2041102,-119.2395903,CA,electric
Addy Substation,Bonneville Power Administration,48.3582071,-117.8500646,WA,electric
Deer Park Substation,Bonneville Power Administration,47.9597023,-117.4964184,WA,electric
Rector Substation,Southern California Edison,36.3038123,-119.2451574,CA,electric
Vestal Substation,Southern California Edison,35.8412308,-119.0846351,CA,electric
Eagle Lake Substation,Bonneville Power Administration,46.6829848,-119.1906331,WA,electric
Killian Substation,Florida Power & Light,25.6605045,-80.3544433,FL,electric
Coral Reef Substation,Florida Power & Light,25.6284399,-80.3657901,FL,electric
East Colfax Substation,Avista,46.8860526,-117.3559379,WA,electric
Shawnee Substation,Avista,46.823258,-117.2688984,WA,electric
Moscow Substation,Avista,46.7223219,-116.9373188,ID,electric
Lolo Substation,Avista,46.3569007,-116.9154286,ID,electric
Kings River Power Plant,Pacific Gas & Electric Co.,36.8881383,-119.1587749,CA,electric
Balch Powerhouse,Pacific Gas & Electric Co.,36.9089413,-119.0876754,CA,electric
Tramway Substation,Public Service Company of New Mexico,35.1529577,-106.4977732,NM,electric
Springville Substation,Southern California Edison,36.1079723,-118.9381572,CA,electric
Huben Substation,Associated Electric Cooperative,37.5825703,-92.7629388,MO,electric
Coppermine Substation,Pacific Gas and Electric,36.8958053,-119.664547,CA,electric
Milligan Substation,Arizona Public Service,32.7329026,-111.5669567,AZ,electric
Electrical District No. 4 Substation,Western Area Power Administration,32.7346287,-111.5676208,AZ,electric
Big Creek 3 Power Station,Southern California Edison,37.1485395,-119.3865766,CA,electric
Big Creek 4 Power Station,Southern California Edison,37.139026,-119.4899978,CA,electric
Big Creek 8 Power Station,Southern California Edison,37.2096991,-119.3289821,CA,electric
Kerckhoff 1 Power Station,Pacific Gas and Electric Company,37.0922574,-119.5526931,CA,electric
Mammoth Pool Power Station,Southern California Edison,37.2202816,-119.3380891,CA,electric
Big Creek 2A Power Station,Southern California Edison,37.1988832,-119.3063103,CA,electric
Bandini,Southern California Edison,33.9994777,-118.1709273,CA,electric
Pangborn Substation,Douglas County PUD,47.4086853,-120.1871874,WA,electric
Moab Substation,Avista,47.7296343,-117.07276,WA,electric
Rathdrum,Avista,47.8040819,-116.8705667,ID,electric
Moxee Substation,Bonneville Power Administration,46.5926644,-120.3875078,WA,electric
Poison Spring Substation,Puget Sound Energy,46.9724497,-120.2182762,WA,electric
Middletown Substation,PECO,39.9181275,-75.407869,PA,electric
Pomona Heights Substation,PacifiCorp,46.6504999,-120.490229,WA,electric
Union Gap Substation,PacifiCorp,46.5596727,-120.4898494,WA,electric
Hancock Substation,Potomac Edison,39.7032399,-78.1808027,MD,electric
Eaton Substation,Southern California Edison,34.162218,-118.0857912,CA,electric
Randolph Substation,Southern California Edison,33.9826871,-118.2053899,CA,electric
River Switching Station,Los Angeles Department of Water and Power,34.0376263,-118.2298849,CA,electric
T. M. Goodrich Substation,Southern California Edison,34.1511141,-118.0880101,CA,electric
Receiving Station F,Los Angeles Department of Water and Power,34.0150843,-118.2039727,CA,electric
Deer Creek Powerhouse,Pacific Gas & Electric Co.,39.2981403,-120.8441798,CA,electric
Trace Substation FPL,Florida Power & Light,26.1160505,-80.386998,FL,electric
Windmill Substation FPL,Florida Power & Light,26.0593073,-80.4024736,FL,electric
Brookings County Substation,Xcel Energy,44.389437,-96.5293104,SD,electric
White Substation,Western Area Power Administration,44.3867166,-96.5368597,SD,electric
Toronto Substation,Otter Tail Power Company,44.5736578,-96.6618493,SD,electric
Greater Des Moines Energy Center Substation,MidAmerican Energy,41.5562499,-93.5259847,IA,electric
Grimes Substation,MidAmerican Energy,41.6600837,-93.8119605,IA,electric
Madison County Switching Station,MidAmerican Energy,41.3362869,-93.9086307,IA,electric
Fallow Ave Substation,MidAmerican Energy,41.4653134,-94.6065688,IA,electric
Avoca Substation,MidAmerican Energy,41.4687705,-95.3493028,IA,electric
Quick Substation,MidAmerican Energy,41.2820649,-95.6663499,IA,electric
Earlham Substation,MidAmerican Energy,41.4760819,-94.1861308,IA,electric
Midway Peaking LLC,"CalPeak Power, LLC",36.6541585,-120.5796531,CA,electric
Yellow Cake Substation,Rocky Mountain Power,43.0697831,-105.6157813,WY,electric
Antelope Mine Substation,Rocky Mountain Power,43.4622165,-105.3300257,WY,electric
Pumpkin Buttes Substation,Power River Energy Corporation,43.7725406,-105.7799581,WY,electric
Hollybrook Substation,Florida Power & Light,26.0015573,-80.2869892,FL,electric
Red Road Substation,Florida Power & Light,25.8832536,-80.288388,FL,electric
Perry Substation,Florida Power & Light,25.9909131,-80.2669594,FL,electric
Country Club Substation,Florida Power & Light,25.9420865,-80.3196231,FL,electric
Reno Substation,Powder River Energy Corporation,43.8478315,-105.4043037,WY,electric
Lehigh Substation,MidAmerican Energy,42.3713427,-94.1164605,IA,electric
Webster Substation,MidAmerican Energy,42.5663247,-94.0921708,IA,electric
Greens Cut Substation,Georgia Power,33.1945069,-81.9684082,GA,electric
Ampco Performance Products Substation,Georgia Power,33.3689682,-82.0084122,GA,electric
Louisville Primary Substation,Georgia Power,33.0150181,-82.4019312,GA,electric
Louisville Substation,Georgia Power,33.0142242,-82.4056232,GA,electric
Gough Substation #9,Georgia Power,33.0890137,-82.0501766,GA,electric
Boykin Road Substation,Georgia Power,33.3668237,-82.0784148,GA,electric
Nutrasweet Co. Substation,Georgia Power,33.4256928,-81.9382931,GA,electric
South Richmond Substation,Georgia Power,33.333097,-82.1633317,GA,electric
Monsanto Peachtree Substation,Georgia Power,33.4221721,-81.9405369,GA,electric
Meridian Brick Substation,Georgia Power,33.4504413,-81.9609096,GA,electric
Rosipr Road Substation,Georgia Power,33.3994247,-82.0543282,GA,electric
Tobacco Road Substation,Georgia Power,33.394946,-82.1091456,GA,electric
Barton Chapel Substation,Georgia Power,33.4245118,-82.0861785,GA,electric
PCS Nitrogen Substation,Georgia Power,33.4360553,-81.9360279,GA,electric
Republic Substation,Bonneville Power Administration,48.6498587,-118.6850668,WA,electric
Antelope Substation,PacifiCorp,43.5336674,-112.9263885,ID,electric
Dave Gates Mill Creek Generating Station,NorthWestern Energy,46.105708,-112.8770646,MT,electric
California,NV Energy,39.5212615,-120.0086698,NV,electric
West Side Substation,Avista,47.7279626,-117.5043964,WA,electric
Richard Burdette Geothermal,Ormat Nevada Inc,39.3905728,-119.7548695,NV,electric
Sandersville Substation #1,Georgia Power,32.9984771,-82.801938,GA,electric
Wrens Primary Substation,Georgia Power,33.233802,-82.380657,GA,electric
Tiger Creek Substation,Georgia Power,33.0945058,-82.9815846,GA,electric
Warrenton Primary Substation,Georgia Power,33.3805007,-82.687296,GA,electric
Harlee Branch Substation,Georgia Power,33.1957959,-83.2979351,GA,electric
Midwest Substation,Rocky Mountain Power,43.4500679,-106.3318079,WY,electric
Kaycee Substation,Rocky Mountain Power,43.7036095,-106.5586758,WY,electric
Buffalo Substation,Rocky Mountain Power,44.3546291,-106.6530672,WY,electric
Carr Draw Substation,Basin Electric Power Cooperative;Rocky Mountain Power,44.3198328,-105.8968948,WY,electric
Barber Creek Substation,Power River Energy Corporation,44.1677213,-105.8913634,WY,electric
Barber Creek Power Plant,Basin Electric Power Coop,44.1685286,-105.8914869,WY,electric
McClain Energy Facility,Oklahoma Gas & Electric,35.2980402,-97.5901234,OK,electric
Wyodak Substation,Black Hills Energy;Rocky Mountain Power,44.2910191,-105.3854185,WY,electric
Incline Substation,NV Energy,39.2394478,-119.9241742,NV,electric
Wyopo Substation,PacifiCorp,42.8537381,-108.6885354,WY,electric
Belden Substation,Mountrail-Williams Electric Cooperative,48.1543112,-102.3521731,ND,electric
Sheridan Substation,Rocky Mountain Power,44.8277621,-106.9418006,WY,electric
Anaconda Substation,NorthWestern Energy,46.0995529,-112.8754048,MT,electric
Sub 39,MidAmerican Energy,41.5257888,-90.3539294,IL,electric
Beaver Rock Substation,ITC,41.7918946,-90.2935143,IA,electric
Lee County Energy Center Station,Duke Energy,41.8277289,-89.4072859,IL,electric
Fulton Substation,Pacific Gas and Electric Company,38.4977484,-122.7605687,CA,electric
Dubuque Eighth Street,ITC,42.5038641,-90.6586319,IA,electric
Mosalem Substation,Maquoketa Valley REC,42.4119701,-90.6184844,IL,electric
Bellevue Switch Station,ITC,42.2566357,-90.495813,IA,electric
South Grandview Substation,Alliant Energy,42.4772695,-90.6660044,IA,electric
Buckeye Steel Substation,AEP Ohio,39.9205595,-82.9878652,OH,electric
White Road Substation,AEP Ohio,39.8729781,-83.0506337,OH,electric
Medicine Lodge Substation,Southern Pioneer Electric Company,37.2846207,-98.5929684,KS,electric
Heizer Substation,Midwest Energy,38.4065042,-98.8731391,KS,electric
Great Bend Substation,Sunflower Electric Power Corporation,38.4067381,-98.870769,KS,electric
Highgate Substation,Vermont Electric Power Company,44.94034,-73.0515156,VT,electric
Highgate 200MW HVDC Converter Station,Vermont Electric Power Company,44.9382693,-73.0543011,VT,electric
Rolling Hills Generating Station,Tenaska,39.0848508,-82.3325354,OH,electric
Segrave Substation FPL,Florida Power & Light,29.2124425,-81.0259698,FL,electric
Bellevue Substation FPL,Florida Power & Light,29.1887231,-81.0302427,FL,electric
South Daytona Substation,Florida Power & Light,29.1841155,-81.0063663,FL,electric
Loose Creek Substation,Ameren,38.4730451,-91.8828546,MO,electric
Montgomery Substation,Ameren,38.9217027,-91.4601453,MO,electric
McCredie Substation,Associated Electric Cooperative,38.9798264,-91.9802425,MO,electric
Bland Substation,Ameren,38.3852566,-91.4937022,MO,electric
Labadie Substation,Ameren,38.5636407,-90.8347195,MO,electric
Denmark Substation,ITC,40.7838044,-91.3520719,IA,electric
Viele Substation,ITC,40.6139196,-91.4391295,IL,electric
Spencer Creek Substation,Ameren,39.3105941,-91.5345496,MO,electric
Sub T,MidAmerican Energy,41.3347787,-91.5551451,IA,electric
Palmyra Substation,Associated Electric Cooperative,39.8365486,-91.5513758,MO,electric
Forstmann & Co Substation,Georgia Power,33.006453,-82.4585905,GA,electric
Essex Substation,Associated Electric Cooperative,36.8675583,-89.8400374,MO,electric
Lutesville Substation,Ameren,37.2582915,-89.8356797,MO,electric
Idalia Substation,Southwestern Power Administration,36.8714076,-89.8546449,MO,electric
Wrightsville Substation,Georgia Power,32.738453,-82.7381886,GA,electric
Kelso Substation,Ameren,37.1793622,-89.5336535,MO,electric
Bitter Creek Substation,PacifiCorp,41.6160634,-108.5242582,WY,electric
Bar X Substation,PacifiCorp,41.6166963,-108.4058155,WY,electric
Echo Springs Substation,PacifiCorp,41.6499657,-107.8246431,WY,electric
Latham Substation,PacifiCorp,41.6662149,-107.7412988,WY,electric
Platte Substation,PacifiCorp,41.7909445,-107.1113284,WY,electric
Ramsey Substation,Sulphur Springs Valley Electric Cooperative,31.4656403,-110.2581992,AZ,electric
Louisa Substation,MidAmerican Energy,41.3132037,-91.0936231,IA,electric
